autor	název	originál	přečteno	originál vydáno	imglink	tagy	popis
David Boadella	Životní proudy	Lifestreams: An Introduction to Biosynthesis	2017	1987	978-80-7387-692-0.jpg	psychoterapie, body	Životní proudy nabízejí úvod do biosyntézy, metody somatické (tzn. na tělo orientované) psychoterapie. David Boadella v této knize rozvíjí „duševní embryologii“ založenou na principech odvozených z bádání o prenatálním vývoji a z bio-psychiatrických studií Wilhelma Reicha. Boadella popisuje způsoby, jak prohloubit terapeutickou práci se stresem a s emočními problémy, které vztahuje k základním formativním událostem naší duše i těla v průběhu života v děloze a během klíčového porodního dramatu. Tyto způsoby zahrnují důležitost správného dýchání, techniky očního kontaktu, hlasu a jazyka, metody obnovení adekvátního svalového tonu a uzemnění postoje. Závěrečná kapitola se věnuje otázkám života a smrti z perspektivy somatické psychologie.
Václav Smil	Globální katastrofy a trendy	Global Catastrophes and Trends. The next fifty years.	2017	2008	978-80-7473-528-8.jpg	socio-ekonomie, věda	Fundamentální změny probíhají nejčastěji buďto jako „fatální diskontinuita“ - náhlá katastrofická událost s potenciálem změnit svět – nebo jako vytrvalý, postupný trend. Ke globálním katastrofám patří vulkanické erupce, virové pandemie, války a rozsáhlé teroristické útoky. trendy jsou demografické, environmentální, ekonomické a politické posuny, které se časem rozvíjejí. Vědec Vaclav Smil v této provokativní knize přináší rozmanitý, interdisciplinární pohled na katastrofy a trendy, které může přinést příštích padesát let. Nejde o knihu předpovědí nebo scénářů. Kniha nám připomíná, abychom věnovali pozornost důsledkům zjevně nepředvídatelných událostí a definitivnímu směřování dlouhodobých trendů a počítali s nimi.
Ladislav Zibura	Pěšky mezi buddhisty a komunisty	Pěšky mezi buddhisty a komunisty	2017	2016	978-80-265-0542-6.jpg	cestopis	Nešikovný mladý muž ujde 1 500 kilometrů pěšky v Nepálu a v Číně. Dějí se mu hrozné věci, ale on se jim jen směje.
Marijn Haverbeke	Eloquent JavaScript	Eloquent JavaScript	2017	2015	978-1593272821.jpg	it, en	This is a book about JavaScript, programming, and the wonders of the digital.
Daniel Shiffman	The Nature of Code	The Nature of Code	2017	2012	978-0985930806.jpg	it, věda, en	How can we capture the unpredictable evolutionary and emergent properties of nature in software? How can understanding the mathematical principles behind our physical world help us to create digital worlds? This book focuses on the programming strategies and techniques behind computer simulations of natural systems using Processing.
Monika Stehlíková	Život s vysokou inteligencí	Život s vysokou inteligencí	2018	2016	978-80-271-0101-6.jpg	psychoterapie	Vysoká inteligence je v povědomí lidí automaticky spojovaná s úspěchem a skvělým životem. Málokoho napadne, že by to mohlo být přesně naopak a že spousta nadaných lidí, pokud správně neporozumí své odlišnosti, může prožít nenaplněný život plný utrpení, problémů, nepochopení, odmítání a předstírání. Vysoká inteligence může také znamenat velké pochybování, nedostatek sebedůvěry, vysokou citlivost a zranitelnost, pocit osamělosti a odlišnosti. Velmi chytří lidé často mívají pocit, jako by byli z jiné planety. Tím, že mají odlišný způsob myšlení a prožívání, bývají nesprávně chápáni, což vede k ještě většímu uzavírání se těchto lidí do sebe. A přesto i pro ně existují cesty k nalezení vlastní hodnoty, ke štěstí, seberealizaci a k plně rozvinutému životu. Čím dříve je poznají, a to nejlépe už v dětském věku, tím méně času v životě promarní. Tyto cesty poprvé na českém trhu odkrývá tato knížka z pera zkušené koučky a terapeutky, která má s problematikou vlastní osobní zkušenost.
Juval Noach Harari	Sapiens: Od zvířete k božskému jedinci	hebrejština	2018	2011	978-80-7335-344-5.jpg	historie, socio-ekonomie, věda	Sapiens – Od zvířete k božskému jedinci sleduje z dlouhodobé perspektivy revoluční zvraty na cestě lidského rodu od vzniku Homo sapiens až po současnost. Dramatický je příběh bezvýznamného lidoopa, který před dvěma miliony let někde v koutě Afriky získal vědomí, vyvraždil své přírodní bratrance a ovládl celou planetu.
Mircea Eliade	Bengálská noc	Maitreyi - Nunta in cer	2018	1969	80-7023-015-0.jpg	beletrie	Spisovatelův román uvádí čtenáře do dvojnásobného tajemství, záhady 'věčného ženství' a tradiční indické duchovnosti, jedná se v podstatě o tragický milostný příběh bengálské dívky a anglického inženýra.
Bessel van der Kolk	The Body Keeps the Score	The Body Keeps the Score	2018	2014	978-0-14-197861-1.jpg	psychoterapie, body, en	What causes people to continually relive what they most want to forget, and what treatments could help restore them to a life with purpose and joy? Here, Dr Bessel van der Kolk offers a new paradigm for effectively treating traumatic stress. Neither talking nor drug therapies have proven entirely satisfactory. With stories of his own work and those of specialists around the globe, The Body Keeps the Score sheds new light on the routes away from trauma - which lie in the regulation and syncing of body and mind, using sport, drama, yoga, mindfulness, meditation and other routes to equilibrium.
Liou Cch'-sin	Problém tří těles	The Three-Body Problem	2018	2008	978-80-7577-594-8.jpg	beletrie, scifi-fantasy	V Říši středu zuří Velká kulturní revoluce a Číňané, kteří nechtějí zůstat pozadu za Sověty a Američany, se v rámci tajného vojenského projektu pokoušejí navázat kontakt s mimozemskými civilizacemi. Třicet let poté začnou na Zemi umírat významní vědci a vznikají sekty, které vybízejí k návratu k přírodě. Objeví se nová počítačová hra pro virtuální realitu, zvláštní, čarovná a znepokojivá, která jako by ani nepocházela z tohoto světa. A pomalu se začíná vyjevovat pravda o tajném projektu z éry Kulturní revoluce.
Jos Stam	The Art of Fluid Animation	The Art of Fluid Animation	2018	2015	9781498700207.jpg	it, art-design, věda, en	The Art of Fluid Animation describes visually rich techniques for creating fluid-like animations that do not require advanced physics or mathematical skills. It explains how to create fluid animations like water, smoke, fire, and explosions through computer code in a fun manner.
Henry Kissinger	Uspořádání světa	World Order	2018	2014	978-80-7260-335-0.jpg	historie	Vlivný politolog, historik a bývalý ministr zahraničí Spojených států předkládá ve své nejnovější práci z roku 2014 mnohostranný, historickými a politickými souvislostmi podložený pohled na řád světa. Ukazuje, že kořeny současného uspořádání mezinárodních vztahů byly poprvé zformulovány v západní Evropě téměř před čtyřmi staletími na mírové konferenci v německém Vestfálsku. Mír po třicetileté válce tehdy odrážel pragmatické vyrovnání s realitou a byl založen na společenství suverénních států, které kontrolují své vzájemné ambice prostřednictvím všeobecné mocenské rovnováhy. Vestfálský systém se postupně rozšířil po celé zeměkouli a pojal do sebe řadu odlišných civilizací a regionů. Autor sleduje, jakými proměnami prošel tento systém rovnováhy po Francouzské revoluci a napoleonských válkách na vídeňském kongresu a jak se s jeho stavebními kameny vyrovnávaly jiné části světa v souvislosti se svou historickou, politickou a kulturní odlišností.
Liou Cch'-sin	Temný les	The Dark Forest	2018	2008	978-80-7577-172-8.jpg	beletrie, scifi-fantasy	Dlouho utajovaná pravda o chystané mimozemské invazi, k níž má dojít za čtyři sta let, byla konečně odhalena a Země se vzpamatovává ze šoku. Zrádci a kolaboranti byli sice rozprášeni, na Zemi však působí sofony, subatomární vyzvědači Trisolaranů, před nimiž není úkrytu a jejichž prostřednictvím se nepřítel okamžitě dozví i o těch nejtajnějších obranných plánech lidstva. Existuje jen jedno místo, kam sofony nedohlédnou — do lidského nitra. Organizace spojených národů proto světu představí čtyři jedince, do nichž vkládá svou poslední zoufalou naději: tři uznávané myslitele, vojevůdce a stratégy a jednoho obyčejného, druhořadého sociologa. Luo Ťi se ocitá v centru celosvětové pozornosti, aniž tuší, proč byl vybrán a co se od něj čeká. Ví jen, že je jediným člověkem na Zemi, kterého se Trisolarané bojí.
Lonely Planet	Trans-Siberian Railway	Trans-Siberian Railway	2018	2012	978-1742207407.jpg	cestopis, en	Snow-dusted or sun-kissed steppe and taiga, the Gobi Desert and the Great Wall – the Trans-Siberian routes unite landscapes and experiences into the journey of a lifetime.
Walter Isaacson	Steve Jobs	Steve Jobs	2018	2011	978-80-7252-352-8.jpg	biografie	Na podkladě více než čtyřiceti rozhovorů s Jobsem provedených v průběhu dvou let - a stejně tak interview s více než stovkou členů jeho rodiny, přátel, konkurentů, soupeřů i kolegů - pojednává tato kniha o životě plném vrcholů i propastí a o pronikavě intenzivní osobnosti tvořivého podnikatele, jehož vášeň pro dokonalost a železné odhodlání zcela převrátilo šest odvětví lidské činnosti: osobní počítače, kreslené filmy, hudbu, telefony, počítačové tablety a digitální tisk.
Peter A. Levine	Trauma a paměť	Trauma and memory	2018	2015	978-80-7500-253-2.jpg	psychoterapie, body	Kniha je dalším pozoruhodným příspěvkem Dr. Levina k problematice léčby traumatu. Srozumitelným a poutavým jazykem, s odkazy na seriózní neurovědeckou literaturu, popisuje různé typy paměti, jejich základní neurologické mechanismy a jejich význam v práci s traumatem. Trauma a paměť je neocenitelnou publikací pro terapeuty, kteří se chtějí zdokonalit ve své praxi, pro laiky, kteří chtějí lépe porozumět tomu, jak mysl a mozek uchovávají a rozřešují traumata, i pro vědce, jež zajímá, jak body-psychoterapie využívají při práci s traumaty poznatků moderní neurovědy.
Anselm Grün	Zastavení mého života	Stationen meines Lebens.	2018	2009	978-80-262-0707-8.jpg	duchovní, křesťanství	Známý autor duchovních knih Anselm Grün není jen benediktinský mnich, ale také manažer, učitel, duchovní průvodce, rádce mnoha lidí. Jeho vlastní biografie zachycuje životní témata, která mu zvláště leží na srdci: které události z dětství a mládí na něj měly vliv, kdo na něj působil během studií, jaký význam pro něj má víra, mnišství, církevní příslušnost, i to, jak se vyrovnává s úspěchem svých knih a působení. Kniha tak není jen autobiografií známé osobnosti, ale další Grünovou duchovní knihou, která může formou zamyšlení nad vlastním životem pomoci mnoha dalších lidem najít svou vlastní cestu.
Philip Zimbardo, Nikita D. Coulombe	Odpojený muž	Man Disconnected	2018	2015	978-80-247-5797-1.jpg	gender	Jak se mají mladí muži v dnešním světě? Mezinárodně uznávaný psycholog Philip Zimbardo ve spolupráci s kolegyní Nikitou Coulombovou ukazují, jak se mužnost ocitá v krizi. Upozorňují na zoufalou neschopnost současných mladíků dospět a odolat nástrahám virtuální reality. Alarmující apel vzbudil celosvětový zájem odborníků i veřejnosti.
Nick Bostrom	Superinteligence	Superintelligence	2018	2016	978-80-7260-353-4.jpg	it, socio-ekonomie	Mnozí si dnes kladou otázku, zda umělá inteligence překoná v dohledné budoucnosti tu lidskou, a pokud ano, jaké to bude mít důsledky. Budeme umělou inteligenci, která si je vědoma sama sebe, ještě schopni kontrolovat? Bude naším spojencem? Nebo nás nebude už potřebovat, a může nás tudíž chtít zničit? Vznikne nový „živočišný“ druh, který bude kombinací člověka a jím vyvinuté umělé inteligence? Na tyto a další otázky se pokouší odpovědět monografická kniha Nicka Bostroma.
Tomáš Halík	Vzdáleným nablízku – Vášeň a trpělivost v setkání víry s nevírou	Vzdáleným nablízku – Vášeň a trpělivost v setkání víry s nevírou	2018	2007	978-80-7106-907-2.jpg	duchovní, křesťanství	Kniha o vztahu víry a nevíry tváří v tvář aktuálním problémům našeho světa vznikla z podnětu významného amerického nakladatelství Doubleday. Podle amerických recenzentů jde o dílo jednoho z nejoriginálnějších náboženských myslitelů naší doby, pokračujícího v tradici G. K. Chestertona, C. S. Lewise, Henriho Nouwena a Thomase Mertona Nabízí tvořivý a nevšední pohled na vztah náboženství, víry a spirituality ke kultuře a dnešní společnosti.
